date,audiCnt,scrnCnt,showCnt,avgRels,maxShare,year,month,day,rain,temp
2017-12-18,333.8,4626,14053,13.9,66.5,2017,12,0,0.3,-0.2
2017-12-19,337.105,4785,14056,15.4,63.7,2017,12,1,0.1,-1.3
2017-12-20,628.146,4547,15647,523.5,63.2,2017,12,2,0.7,-1.5
2017-12-21,631.728,4888,15697,5.0,62.0,2017,12,3,0.0,-0.1
2017-12-22,760.692,5028,16283,4.4,63.9,2017,12,4,0.0,1.7
2017-12-23,1549.307,5655,17796,10.6,61.7,2017,12,5,0.0,3.9
2017-12-24,2048.053,5730,18070,520.4,61.3,2017,12,6,14.2,4.3
2017-12-25,2005.626,5734,17623,521.4,59.9,2017,12,0,0.0,0.2
2017-12-26,650.045,4976,16152,7.6,64.4,2017,12,1,0.1,-0.6
2017-12-27,989.145,4855,16365,7.8,49.5,2017,12,2,0.0,-3.9
2017-12-28,739.603,4788,16327,8.1,49.6,2017,12,3,0.0,-1.5
2017-12-29,1017.39,4877,16879,9.8,51.3,2017,12,4,0.0,2.9
2017-12-30,1649.663,5107,17754,10.1,54.5,2017,12,5,0.6,2.9
2017-12-31,1869.025,5139,17849,11.1,54.4,2017,12,6,0.4,2.1
2018-01-01,1725.423,5113,17237,12.1,52.9,2018,1,0,0.0,-0.4
2018-01-02,650.307,4716,16466,13.1,44.5,2018,1,1,0.0,0.2
2018-01-03,644.937,4775,16731,11.5,32.9,2018,1,2,0.0,-1.6
2018-01-04,616.733,4868,16658,47.6,34.5,2018,1,3,0.0,-1.7
2018-01-05,728.374,4956,17056,48.6,36.4,2018,1,4,0.0,-0.1
2018-01-06,1474.375,5158,17595,49.6,36.9,2018,1,5,0.0,-0.7
2018-01-07,1386.813,5104,17312,50.6,35.9,2018,1,6,0.5,-0.3
2018-01-08,515.061,4663,16450,15.0,34.6,2018,1,0,2.4,2.3
2018-01-09,487.657,4797,16465,52.6,35.7,2018,1,1,1.4,-1.3
2018-01-10,458.695,4652,16145,13.9,35.6,2018,1,2,2.2,-4.5
2018-01-11,502.366,5083,16507,10.3,28.0,2018,1,3,0.8,-8.2
2018-01-12,578.975,5232,16755,12.8,31.7,2018,1,4,0.0,-8.5
2018-01-13,1291.401,5576,17507,13.8,33.6,2018,1,5,0.1,-3.1
2018-01-14,1234.791,5569,17102,14.8,33.2,2018,1,6,0.0,-0.3
2018-01-15,416.463,4818,15771,15.6,30.5,2018,1,0,0.0,4.4
2018-01-16,413.188,4949,15735,16.4,27.4,2018,1,1,7.0,3.8
2018-01-17,625.908,4735,15954,13.2,36.2,2018,1,2,5.0,4.3
2018-01-18,548.097,4757,15747,10.4,30.3,2018,1,3,0.0,3.7
2018-01-19,606.239,4760,16141,13.6,30.0,2018,1,4,0.0,1.3
2018-01-20,1258.307,4991,16870,14.6,29.4,2018,1,5,0.0,1.2
2018-01-21,1167.496,4972,16488,15.6,27.7,2018,1,6,0.0,1.2
2018-01-22,393.304,4634,15681,16.6,26.3,2018,1,0,1.2,2.9
2018-01-23,389.437,4719,15541,17.2,25.8,2018,1,1,0.0,-6.4
2018-01-24,375.134,4842,16456,15.3,24.2,2018,1,2,0.0,-10.4
2018-01-25,364.638,5113,16156,13.4,25.8,2018,1,3,0.0,-9.9
2018-01-26,412.358,5276,16393,14.4,27.3,2018,1,4,0.0,-10.4
2018-01-27,943.309,5844,17296,15.4,29.0,2018,1,5,0.0,-7.0
2018-01-28,895.876,5826,16883,16.4,30.2,2018,1,6,0.0,-2.7
2018-01-29,303.536,4974,15619,18.0,29.5,2018,1,0,0.1,-5.9
2018-01-30,298.845,5092,15580,18.8,28.9,2018,1,1,0.1,-4.6
2018-01-31,693.37,5036,17432,13.9,37.4,2018,1,2,0.0,-1.0
2018-02-01,326.554,4805,16321,14.0,28.5,2018,2,3,0.0,-2.1
2018-02-02,361.204,5222,16970,14.3,26.8,2018,2,4,0.0,-2.4
2018-02-03,790.227,5664,17817,15.3,24.7,2018,2,5,0.3,-4.5
2018-02-04,703.249,5629,17267,16.3,23.9,2018,2,6,0.2,-7.1
2018-02-05,205.469,4795,15391,745.9,24.0,2018,2,0,0.1,-7.4
2018-02-06,193.735,4846,14955,18.0,25.1,2018,2,1,0.1,-8.0
2018-02-07,192.256,4823,14851,18.7,25.4,2018,2,2,0.0,-6.7
2018-02-08,276.643,4729,15318,14.7,46.8,2018,2,3,0.0,-3.6
2018-02-09,297.209,4850,15721,15.7,47.0,2018,2,4,0.0,1.4
2018-02-10,631.64,5215,16664,16.6,48.5,2018,2,5,0.0,1.5
2018-02-11,586.155,5137,16180,17.6,48.3,2018,2,6,0.7,-3.6
2018-02-12,186.874,4723,14927,18.7,43.8,2018,2,0,0.4,-4.1
2018-02-13,195.128,4651,14685,20.6,40.0,2018,2,1,0.1,-0.7
2018-02-14,981.704,4859,17959,14.4,65.0,2018,2,2,0.0,4.7
2018-02-15,1045.397,5268,18435,19.6,54.6,2018,2,3,0.0,1.9
2018-02-16,1180.929,5388,18412,20.6,48.6,2018,2,4,0.0,1.0
2018-02-17,1460.527,5614,18825,21.6,51.5,2018,2,5,0.0,-0.2
2018-02-18,1122.021,5518,18052,22.6,54.0,2018,2,6,0.0,0.8
2018-02-19,419.564,4800,16455,45.3,57.0,2018,2,0,0.0,2.8
2018-02-20,319.763,4682,15918,13.2,52.0,2018,2,1,0.0,2.7
2018-02-21,294.886,4595,15927,13.7,49.8,2018,2,2,0.0,0.5
2018-02-22,284.758,4181,15034,10.3,42.5,2018,2,3,0.1,0.6
2018-02-23,335.37,4303,15447,11.3,42.4,2018,2,4,1.0,4.4
2018-02-24,657.725,4697,16270,12.3,45.3,2018,2,5,0.1,4.6
2018-02-25,584.892,4652,15818,13.3,41.7,2018,2,6,0.0,3.8
2018-02-26,255.466,4181,14620,13.5,33.7,2018,2,0,0.0,3.1
2018-02-27,250.854,4231,14564,14.5,31.0,2018,2,1,0.0,5.1
2018-02-28,632.777,4456,16503,3.3,25.5,2018,2,2,29.2,5.6
2018-03-01,819.936,4674,16709,5.6,28.5,2018,3,3,0.9,2.8
2018-03-02,344.167,4570,16717,5.3,27.8,2018,3,4,0.0,1.3
2018-03-03,661.858,4709,17103,6.3,29.4,2018,3,5,0.0,7.6
2018-03-04,568.385,4650,16533,7.3,29.7,2018,3,6,16.0,11.8
2018-03-05,196.715,4245,15563,8.3,27.9,2018,3,0,12.1,5.7
2018-03-06,182.933,4197,15062,8.8,25.8,2018,3,1,0.0,4.7
2018-03-07,199.341,3993,15518,7.5,26.2,2018,3,2,5.1,5.1
2018-03-08,236.568,3831,15086,7.5,25.3,2018,3,3,16.7,3.3
2018-03-09,283.912,4157,15805,8.7,29.9,2018,3,4,0.1,3.5
2018-03-10,644.926,4508,16897,9.7,32.5,2018,3,5,0.0,4.8
2018-03-11,567.793,4494,16346,10.7,34.9,2018,3,6,0.0,6.4
2018-03-12,164.127,3978,14805,10.7,33.9,2018,3,0,0.0,7.9
2018-03-13,154.248,3809,14208,11.0,31.9,2018,3,1,0.0,12.3
2018-03-14,243.964,4344,15890,6.8,34.3,2018,3,2,0.0,15.2
2018-03-15,210.907,4373,15488,7.0,37.2,2018,3,3,23.9,12.8
2018-03-16,281.303,4461,16010,8.0,41.6,2018,3,4,0.7,5.2
2018-03-17,611.74,4668,16569,11.8,43.8,2018,3,5,0.0,5.4
2018-03-18,545.967,4632,16012,12.8,46.9,2018,3,6,6.0,8.0
2018-03-19,187.104,4248,14754,13.8,50.1,2018,3,0,19.9,8.5
2018-03-20,172.444,4080,14219,11.6,49.1,2018,3,1,0.6,5.3
2018-03-21,257.603,4064,14557,1006.9,43.1,2018,3,2,8.6,1.8
2018-03-22,226.784,3996,15079,7.5,37.3,2018,3,3,0.0,5.0
2018-03-23,300.829,4168,15647,8.3,38.5,2018,3,4,0.0,6.2
2018-03-24,702.198,4718,16712,8.3,41.4,2018,3,5,0.0,9.1
2018-03-25,603.977,4660,16257,9.1,38.5,2018,3,6,0.0,10.8
2018-03-26,154.292,4026,14646,10.7,38.1,2018,3,0,0.0,12.0
2018-03-27,146.13,3850,13994,11.9,37.5,2018,3,1,0.0,13.7
2018-03-28,592.266,4422,15930,1637.6,33.0,2018,3,2,0.0,15.0
2018-03-29,327.934,4316,15915,7.7,34.2,2018,3,3,0.0,14.5
2018-03-30,461.25,4488,16627,9.4,38.4,2018,3,4,0.0,12.7
2018-03-31,1014.288,4888,17972,9.7,39.6,2018,3,5,0.0,14.0
2018-04-01,883.834,4902,17508,10.7,40.3,2018,4,6,0.0,15.8
2018-04-02,254.469,4031,15689,10.9,40.8,2018,4,0,0.0,17.8
2018-04-03,218.288,4022,15274,8.2,37.2,2018,4,1,0.1,18.0
2018-04-04,229.9,4235,16039,11.9,37.8,2018,4,2,14.9,11.5
2018-04-05,294.995,4475,17153,6.8,30.1,2018,4,3,12.6,8.5
2018-04-06,402.947,4823,17822,7.1,30.3,2018,4,4,16.9,7.9
2018-04-07,773.965,5051,18718,8.4,28.3,2018,4,5,0.3,5.0
2018-04-08,641.737,5075,18159,9.2,28.5,2018,4,6,0.8,7.2
2018-04-09,191.309,4221,16310,13.3,27.5,2018,4,0,0.0,10.7
2018-04-10,173.304,4366,16270,203.1,29.5,2018,4,1,1.7,15.1
2018-04-11,193.673,4396,16095,203.6,28.1,2018,4,2,2.3,15.5
2018-04-12,239.841,4535,16004,200.0,29.5,2018,4,3,0.0,13.2
2018-04-13,327.037,4799,16777,201.0,30.4,2018,4,4,0.0,12.8
2018-04-14,727.334,5263,17988,9.3,35.7,2018,4,5,22.9,9.5
2018-04-15,578.203,5224,17436,10.3,37.3,2018,4,6,0.0,10.5
2018-04-16,185.105,4487,15796,204.0,30.7,2018,4,0,0.0,10.9
2018-04-17,158.418,4556,15710,12.3,30.2,2018,4,1,0.0,12.6
2018-04-18,158.492,4550,15667,206.0,30.8,2018,4,2,0.0,13.2
2018-04-19,144.936,4358,14084,9.3,26.3,2018,4,3,0.0,15.1
2018-04-20,199.018,4551,14773,10.3,29.9,2018,4,4,0.0,17.7
2018-04-21,386.752,4907,15950,11.3,34.9,2018,4,5,0.0,18.8
2018-04-22,374.046,4871,15544,12.3,35.6,2018,4,6,4.7,15.7
2018-04-23,126.278,4407,14321,13.3,30.0,2018,4,0,45.9,11.2
2018-04-24,119.967,4179,13378,13.9,24.2,2018,4,1,10.5,11.6
2018-04-25,1023.276,4451,14722,8.5,95.1,2018,4,2,0.1,13.0
2018-04-26,622.403,4146,14708,676.9,94.3,2018,4,3,0.0,14.6
2018-04-27,771.584,4245,15189,10.4,95.2,2018,4,4,0.0,14.9
2018-04-28,1388.289,4435,16126,677.7,95.4,2018,4,5,0.0,15.9
2018-04-29,1168.515,4381,15734,10.4,94.7,2018,4,6,0.0,16.5
2018-04-30,531.222,4133,15020,10.8,92.3,2018,4,0,0.0,18.8
2018-05-01,889.011,4117,16207,12.6,80.7,2018,5,1,0.5,18.6
2018-05-02,356.611,3776,15488,9.6,77.8,2018,5,2,12.9,14.9
2018-05-03,337.575,3965,15266,5.2,78.0,2018,5,3,0.9,12.0
2018-05-04,519.585,4196,16002,5.1,80.8,2018,5,4,0.0,14.5
2018-05-05,1092.769,5070,17579,6.6,75.8,2018,5,5,0.0,18.1
2018-05-06,1020.742,4978,17243,7.6,72.7,2018,5,6,19.5,15.9
2018-05-07,757.839,4873,16492,8.4,68.9,2018,5,0,12.0,16.4
2018-05-08,182.069,3773,14197,11.7,68.6,2018,5,1,0.5,15.1
2018-05-09,202.982,3764,15360,11.4,55.5,2018,5,2,0.0,13.6
2018-05-10,184.163,3649,14949,8.1,56.0,2018,5,3,0.0,15.2
2018-05-11,249.828,3713,15512,8.9,58.2,2018,5,4,0.0,16.9
2018-05-12,616.645,4233,16713,9.5,56.7,2018,5,5,16.7,16.0
2018-05-13,517.86,4227,16274,10.5,56.4,2018,5,6,3.3,17.3
2018-05-14,135.501,3487,14034,12.0,58.9,2018,5,0,0.0,19.3
2018-05-15,148.371,3617,13949,13.1,56.6,2018,5,1,0.0,22.5
2018-05-16,446.347,4372,15177,8.3,79.8,2018,5,2,5.9,22.9
2018-05-17,392.418,4386,15604,5.5,65.7,2018,5,3,17.3,22.8
2018-05-18,490.56,4472,16153,7.4,66.5,2018,5,4,9.5,17.5
2018-05-19,889.732,4973,17301,8.3,64.8,2018,5,5,0.1,15.7
2018-05-20,759.179,5029,16996,10.1,61.8,2018,5,6,0.0,15.7
2018-05-21,507.394,4748,16591,8.6,56.5,2018,5,0,0.0,16.2
2018-05-22,989.993,5091,17608,7.3,37.5,2018,5,1,6.6,17.5
2018-05-23,315.414,4325,16024,12.5,49.0,2018,5,2,13.5,18.1
2018-05-24,305.008,4485,15747,8.5,49.4,2018,5,3,0.0,18.9
2018-05-25,399.082,4700,16337,11.2,53.2,2018,5,4,0.0,19.8
2018-05-26,840.475,5414,17904,9.9,53.7,2018,5,5,0.0,20.0
2018-05-27,759.698,5365,17532,10.9,55.9,2018,5,6,0.0,19.5
2018-05-28,258.579,4372,15566,15.2,59.1,2018,5,0,0.6,20.4
2018-05-29,228.668,4457,15521,12.5,57.8,2018,5,1,1.5,21.4
2018-05-30,464.949,4755,15478,20.9,61.3,2018,5,2,2.2,20.7
2018-05-31,232.484,4305,14591,10.5,56.9,2018,5,3,0.0,19.7
2018-06-01,297.665,4630,15440,11.7,62.3,2018,6,4,0.0,22.1
2018-06-02,645.058,5261,16804,12.8,63.3,2018,6,5,0.0,23.1
2018-06-03,553.079,5161,16347,13.8,64.0,2018,6,6,0.0,22.6
2018-06-04,175.285,4392,14547,14.7,63.5,2018,6,0,0.0,22.3
2018-06-05,231.784,4526,15065,15.7,62.0,2018,6,1,1.4,21.6
2018-06-06,1581.765,4535,17426,11.4,74.5,2018,6,2,0.0,22.4
2018-06-07,347.931,3952,15647,11.7,65.7,2018,6,3,0.0,23.2
2018-06-08,448.613,4019,16031,13.1,68.7,2018,6,4,0.0,22.4
2018-06-09,1070.968,4642,17591,14.8,73.4,2018,6,5,1.1,21.2
2018-06-10,954.497,4654,17163,13.8,72.7,2018,6,6,1.2,19.7
2018-06-11,235.793,3784,15241,13.9,59.8,2018,6,0,7.0,18.5
2018-06-12,300.022,3725,15383,325.4,60.2,2018,6,1,0.9,19.5
2018-06-13,988.96,4535,17970,8.4,44.6,2018,6,2,0.0,20.4
2018-06-14,281.386,3745,16403,11.7,31.2,2018,6,3,1.6,20.5
2018-06-15,366.269,3857,17034,9.2,33.0,2018,6,4,0.6,19.9
2018-06-16,824.514,4544,18197,10.6,35.9,2018,6,5,0.0,19.7
2018-06-17,725.467,4520,17725,11.6,36.6,2018,6,6,0.0,20.8
2018-06-18,183.996,3740,15484,13.2,38.2,2018,6,0,0.0,23.3
2018-06-19,226.606,3760,15887,9.1,39.7,2018,6,1,3.2,21.3
2018-06-20,252.868,3788,16143,11.2,39.3,2018,6,2,0.0,22.5
2018-06-21,248.616,4336,15242,319.1,39.2,2018,6,3,0.0,23.1
2018-06-22,310.911,4385,15934,319.9,40.1,2018,6,4,0.0,23.8
2018-06-23,565.004,4962,16822,320.5,40.8,2018,6,5,0.0,24.0
2018-06-24,575.021,4876,16643,321.5,42.0,2018,6,6,0.0,25.5
2018-06-25,213.262,4396,15357,322.5,40.1,2018,6,0,0.0,25.4
2018-06-26,215.571,4434,15234,12.3,39.7,2018,6,1,29.4,23.4
2018-06-27,437.25,4366,15075,79.1,26.8,2018,6,2,31.4,24.4
2018-06-28,267.365,4348,15399,10.8,33.7,2018,6,3,39.1,23.0
2018-06-29,344.303,4469,16042,11.8,37.8,2018,6,4,2.6,24.2
2018-06-30,739.83,4823,17006,81.4,39.5,2018,6,5,12.4,23.2
2018-07-01,671.758,4835,16575,82.4,43.0,2018,7,6,67.4,22.7
2018-07-02,252.776,4290,15492,16.2,47.3,2018,7,0,44.3,23.5
2018-07-03,242.649,4308,15364,14.6,44.3,2018,7,1,12.2,24.8
2018-07-04,564.218,4385,17189,11.1,71.3,2018,7,2,10.1,25.6
2018-07-05,455.937,4381,17151,12.1,65.6,2018,7,3,11.1,23.6
2018-07-06,600.403,4454,17576,13.1,67.3,2018,7,4,5.0,21.8
2018-07-07,1158.067,4597,18335,14.1,70.7,2018,7,5,0.2,21.3
2018-07-08,1010.083,4730,18109,12.9,68.3,2018,7,6,0.0,20.9
2018-07-09,334.219,4256,16941,16.1,57.3,2018,7,0,12.3,20.2
2018-07-10,357.718,4352,16887,17.1,56.2,2018,7,1,2.4,24.0
2018-07-11,356.641,4164,17424,11.8,45.1,2018,7,2,3.1,26.1
2018-07-12,306.818,4088,16778,11.3,42.4,2018,7,3,0.0,27.4
2018-07-13,456.57,4187,17437,10.7,41.4,2018,7,4,0.0,27.8
2018-07-14,947.119,4382,18312,11.7,48.2,2018,7,5,0.0,27.9
2018-07-15,832.907,4459,17775,12.6,46.4,2018,7,6,0.0,28.2
2018-07-16,249.918,3961,16440,14.1,37.9,2018,7,0,0.0,28.2
2018-07-17,224.722,4078,16360,72.8,35.7,2018,7,1,0.0,28.1
2018-07-18,337.198,4471,16698,9.4,35.8,2018,7,2,0.0,27.8
2018-07-19,304.166,4573,16429,8.2,35.8,2018,7,3,0.0,28.1
2018-07-20,426.781,4738,17032,9.2,37.5,2018,7,4,0.0,28.7
2018-07-21,955.723,5254,17964,10.2,48.1,2018,7,5,0.0,29.3
2018-07-22,916.034,5280,17559,11.2,50.4,2018,7,6,0.0,29.6
2018-07-23,281.644,4583,16382,11.4,39.0,2018,7,0,0.0,29.6
2018-07-24,280.637,4582,15975,12.5,36.1,2018,7,1,0.0,29.7
2018-07-25,1051.753,5033,16692,10.9,57.4,2018,7,2,0.0,29.7
2018-07-26,658.13,4944,16833,8.8,59.9,2018,7,3,0.0,29.9
2018-07-27,730.5,5133,17282,283.7,64.3,2018,7,4,0.1,30.0
2018-07-28,1439.375,5262,18074,10.0,66.5,2018,7,5,3.6,28.9
2018-07-29,1373.803,5383,17864,285.7,66.8,2018,7,6,0.1,29.4
2018-07-30,731.785,5055,17256,10.5,60.5,2018,7,0,0.2,29.0
2018-07-31,700.549,5103,17254,11.8,58.5,2018,7,1,0.0,29.2
2018-08-01,1800.101,5184,18090,663.3,69.5,2018,8,2,0.0,30.0
2018-08-02,1587.108,5168,18025,8.0,68.0,2018,8,3,0.0,30.2
2018-08-03,1556.381,5231,18306,283.8,69.5,2018,8,4,0.1,30.1
2018-08-04,2047.573,5389,18570,9.9,71.7,2018,8,5,0.0,30.3
2018-08-05,1834.919,5381,18306,10.7,71.1,2018,8,6,1.6,30.0
2018-08-06,892.341,4807,17479,10.3,70.2,2018,8,0,12.1,29.1
2018-08-07,766.22,4773,17231,9.5,66.7,2018,8,1,1.2,28.6
2018-08-08,1142.167,5265,18148,6.9,34.8,2018,8,2,1.6,28.8
2018-08-09,942.725,5391,18260,7.7,34.4,2018,8,3,3.0,28.5
2018-08-10,988.784,5503,18581,9.6,36.1,2018,8,4,8.2,27.7
2018-08-11,1750.373,5617,18962,10.6,37.1,2018,8,5,0.9,27.7
2018-08-12,1621.526,5632,18640,11.6,35.3,2018,8,6,0.5,28.1
2018-08-13,722.406,5163,17893,393.3,36.0,2018,8,0,0.9,29.7
2018-08-14,839.705,5257,17893,10.6,35.7,2018,8,1,0.0,29.9
2018-08-15,1818.999,6011,18769,7.7,26.3,2018,8,2,3.5,29.4
2018-08-16,655.095,5704,17960,7.3,24.3,2018,8,3,5.2,27.1
2018-08-17,675.997,5765,18247,8.3,25.9,2018,8,4,0.0,25.1
2018-08-18,1284.5,6010,18849,10.7,25.8,2018,8,5,0.0,24.2
2018-08-19,1132.428,5968,18467,11.7,26.2,2018,8,6,0.0,25.2
2018-08-20,420.618,5370,17199,11.0,29.1,2018,8,0,0.0,26.4
2018-08-21,393.813,5394,17065,11.8,27.3,2018,8,1,2.2,26.8
2018-08-22,434.108,4900,17388,10.6,22.0,2018,8,2,0.0,28.9
2018-08-23,326.89,4833,16556,11.4,22.7,2018,8,3,25.3,27.1
2018-08-24,494.398,5035,17405,12.4,27.6,2018,8,4,20.6,25.6
2018-08-25,912.06,5225,18293,13.4,29.3,2018,8,5,1.1,24.5
2018-08-26,825.419,5162,17843,14.4,31.5,2018,8,6,54.3,22.3
2018-08-27,284.609,4539,16464,13.7,35.5,2018,8,0,45.5,23.5
2018-08-28,279.091,4781,16522,16.4,37.2,2018,8,1,30.3,25.1
2018-08-29,533.825,4809,16681,191.0,29.2,2018,8,2,16.9,26.1
2018-08-30,339.931,4649,16654,192.0,27.5,2018,8,3,15.2,26.3
2018-08-31,432.436,4748,17089,193.0,28.6,2018,8,4,31.7,23.7
2018-09-01,639.853,4998,17699,192.6,31.7,2018,9,5,8.2,23.3
2018-09-02,703.813,5024,17370,193.6,29.7,2018,9,6,1.4,22.4
2018-09-03,259.119,4660,16374,196.0,33.5,2018,9,0,32.1,23.8
2018-09-04,246.593,4739,16289,197.0,37.1,2018,9,1,26.6,23.7
2018-09-05,255.654,4638,16248,198.0,42.1,2018,9,2,0.0,23.3
2018-09-06,230.829,4457,15575,14.7,41.9,2018,9,3,1.1,22.6
2018-09-07,303.08,4564,16221,17.2,47.2,2018,9,4,4.5,21.3
2018-09-08,586.353,5185,17500,16.7,50.7,2018,9,5,0.0,19.5
2018-09-09,574.05,5142,17158,17.7,50.5,2018,9,6,0.5,20.4
2018-09-10,165.194,4058,14472,16.8,44.2,2018,9,0,0.1,20.6
2018-09-11,148.196,4393,15045,20.0,42.9,2018,9,1,0.0,19.6
2018-09-12,242.544,3909,16732,14.6,40.3,2018,9,2,0.1,21.0
2018-09-13,210.225,3631,16164,9.9,33.2,2018,9,3,2.9,20.9
2018-09-14,269.215,4293,17632,15.5,34.8,2018,9,4,11.0,21.6
2018-09-15,544.013,4556,18813,19.7,39.5,2018,9,5,2.3,22.0
2018-09-16,462.285,4382,18126,18.666666666666668,39.4,2018,9,6,0.4,22.7
2018-09-17,144.668,3719,15628,14.5,34.0,2018,9,0,0.1,21.9
2018-09-18,129.975,3496,14628,13.7,33.3,2018,9,1,0.0,21.0
2018-09-19,433.296,4659,17878,8.2,27.7,2018,9,2,2.4,20.6
2018-09-20,396.124,5139,17822,3.4,31.5,2018,9,3,12.6,19.7
2018-09-21,577.147,4991,18426,4.777777777777778,36.0,2018,9,4,26.4,19.3
2018-09-22,1051.415,5961,20046,5.2,40.8,2018,9,5,0.6,20.3
2018-09-23,1056.723,5938,19802,6.2,45.2,2018,9,6,0.2,18.9
2018-09-24,1394.927,5800,19499,7.2,49.2,2018,9,0,0.0,16.6
2018-09-25,1603.913,5996,19909,8.2,49.1,2018,9,1,0.3,16.5
2018-09-26,1460.668,5485,19073,7.8,44.3,2018,9,2,0.5,17.8
2018-09-27,360.774,4581,17566,9.1,43.4,2018,9,3,0.0,17.2
2018-09-28,385.987,4600,17688,9.0,42.4,2018,9,4,0.0,16.9
2018-09-29,762.66,5195,18747,10.8,43.1,2018,9,5,1.8,18.6
2018-09-30,687.747,5152,18278,11.8,43.4,2018,9,6,0.7,18.5
2018-10-01,208.714,4075,16272,12.0,42.6,2018,10,0,1.2,16.0
2018-10-02,239.974,4119,16481,10.4,40.1,2018,10,1,0.0,15.5
2018-10-03,1486.968,5126,19393,9.8,49.6,2018,10,2,0.0,15.5
2018-10-04,411.486,4529,17774,7.9,44.3,2018,10,3,0.4,18.1
2018-10-05,563.46,4694,18338,11.8,43.8,2018,10,4,57.9,17.5
2018-10-06,1143.514,4995,19348,12.8,44.8,2018,10,5,81.2,18.8
2018-10-07,924.125,4932,19033,13.8,42.9,2018,10,6,0.0,17.6
2018-10-08,529.988,4684,18636,12.4,40.4,2018,10,0,0.0,14.5
2018-10-09,795.37,5172,18963,6.4,38.4,2018,10,1,0.0,14.8
2018-10-10,232.165,4125,16687,174.6,39.4,2018,10,2,1.6,13.9
2018-10-11,222.376,4383,16853,171.4,36.6,2018,10,3,0.0,10.7
2018-10-12,322.201,4558,17331,172.4,36.6,2018,10,4,0.0,10.4
2018-10-13,613.713,4987,18253,173.6,36.6,2018,10,5,0.0,11.8
2018-10-14,550.561,5168,18067,8.2,35.6,2018,10,6,0.0,13.1
2018-10-15,202.018,4352,16380,177.6,34.6,2018,10,0,0.0,14.0
2018-10-16,176.229,4398,16165,178.6,33.7,2018,10,1,0.3,13.0
2018-10-17,185.331,4324,16103,176.9,31.8,2018,10,2,1.5,12.4
2018-10-18,210.785,4585,14972,9.7,32.8,2018,10,3,6.3,11.6
2018-10-19,282.615,4824,15546,12.9,29.9,2018,10,4,0.0,12.1
2018-10-20,496.257,5200,17107,11.0,29.6,2018,10,5,0.0,11.5
2018-10-21,433.605,5178,16782,12.0,27.7,2018,10,6,0.0,11.6
2018-10-22,142.339,4310,14559,13.4,23.7,2018,10,0,0.0,12.8
2018-10-23,140.988,4347,14335,629.6,24.5,2018,10,1,1.2,13.2
2018-10-24,170.405,4330,14362,630.4,20.4,2018,10,2,0.0,12.2
2018-10-25,275.728,4269,15571,627.6,53.3,2018,10,3,0.0,12.3
2018-10-26,374.451,4439,16329,628.4,52.1,2018,10,4,6.9,12.3
2018-10-27,615.034,4747,17167,626.3,52.8,2018,10,5,0.3,10.6
2018-10-28,559.806,4691,16720,627.1,50.1,2018,10,6,5.0,10.6
2018-10-29,237.053,4307,15401,627.7,47.5,2018,10,0,0.3,9.8
2018-10-30,190.052,4262,15570,630.9,40.0,2018,10,1,0.0,7.5
2018-10-31,604.928,4707,16353,624.2,41.5,2018,10,2,0.0,7.8
2018-11-01,332.472,4496,15778,625.2,47.2,2018,11,3,0.0,7.7
2018-11-02,468.739,4526,16033,623.4,50.1,2018,11,4,0.0,9.0
2018-11-03,876.238,4925,17221,627.2,51.6,2018,11,5,0.0,9.7
2018-11-04,809.355,4867,16706,625.3,53.6,2018,11,6,0.0,10.2
2018-11-05,315.544,4476,15454,629.2,56.1,2018,11,0,0.0,10.7
2018-11-06,312.295,4479,15306,630.2,54.4,2018,11,1,0.2,11.8
2018-11-07,352.758,4018,15367,625.8,47.9,2018,11,2,6.1,12.8
2018-11-08,357.231,3983,14934,626.5,44.7,2018,11,3,34.6,14.0
2018-11-09,473.254,4216,15863,626.2,45.3,2018,11,4,0.4,12.4
2018-11-10,898.599,4538,16981,624.2,43.5,2018,11,5,0.0,10.9
2018-11-11,851.341,4587,16629,625.2,41.7,2018,11,6,1.1,9.5
2018-11-12,290.586,3720,14816,628.8,41.5,2018,11,0,1.0,9.3
2018-11-13,293.621,3801,14783,629.3,39.3,2018,11,1,0.4,8.8
2018-11-14,534.846,4053,16180,11.3,51.0,2018,11,2,0.4,8.5
2018-11-15,575.797,4788,16386,6.2,38.4,2018,11,3,0.0,8.7
2018-11-16,603.168,4802,16592,7.0,38.4,2018,11,4,1.0,9.0
2018-11-17,1081.106,5220,17168,7.8,40.1,2018,11,5,0.0,7.4
2018-11-18,974.253,5244,16771,8.6,36.5,2018,11,6,0.0,6.4
2018-11-19,337.821,4551,15638,10.0,39.7,2018,11,0,0.0,7.2
2018-11-20,319.089,4522,15242,9.9,39.7,2018,11,1,0.1,6.1
2018-11-21,333.632,4369,15126,11.6,44.5,2018,11,2,0.7,6.2
2018-11-22,397.19,4118,15234,9.5,32.3,2018,11,3,0.0,4.1
2018-11-23,503.314,4209,15774,10.3,37.3,2018,11,4,0.0,2.3
2018-11-24,983.935,4566,16754,10.9,40.0,2018,11,5,4.3,3.7
2018-11-25,909.045,4534,16429,11.9,40.3,2018,11,6,0.0,5.7
2018-11-26,330.19,4021,15322,13.4,40.5,2018,11,0,0.0,5.9
2018-11-27,306.245,4176,14555,13.0,41.0,2018,11,1,0.0,7.8
2018-11-28,720.822,5051,16846,12.3,39.9,2018,11,2,0.0,5.9
