date,audiCnt,scrnCnt,showCnt,avgRels,maxShare,rain,temp
1/26/16,194.117,4266,13040,14.2,28,0.1,-1.7
1/27/16,287.728,4208,13208,14.6,23,0,0.2
1/28/16,352.731,3939,15062,13.5,60.3,6.7,0.3
1/29/16,364.85,3855,15093,14.9,55.8,8.2,2.3
1/30/16,904.687,4209,16277,16.2,63.9,0.6,2.2
1/31/16,856.483,4225,15881,17.2,65.5,0,-0.5
2/1/16,191.647,3721,14011,15.2,51.6,0,-2.9
2/2/16,173.618,3738,13706,19.2,50.9,0,-3.4
2/3/16,618.353,3538,13929,12.8,83.9,0,-1.8
2/4/16,574.741,4125,14975,6.5,79.9,0,0.4
2/5/16,759.25,4214,15718,7.5,79.6,0,-0.2
2/6/16,1313.234,4495,16713,9.9,71.5,0.5,-1.4
2/7/16,1061.821,4587,16645,14.5,72.4,0,-1.8
2/8/16,1250.986,4541,16558,15.5,75.6,0.2,1.7
2/9/16,1651.783,4698,16994,16.5,70.9,0,2.6
2/10/16,1374.687,4623,16463,17.5,67.7,0,2.2
2/11/16,437.116,3967,14805,9.3,69.1,0.2,6.8
2/12/16,423.097,4008,14966,10.3,68.3,20.7,9.7
2/13/16,895.866,4384,15651,8.6,59.8,11.4,11.7
2/14/16,842.408,4317,15292,8.8,59,0.8,1.1
2/15/16,248.749,3506,13277,11.5,60.9,0.2,-3.1
2/16/16,311.443,4294,13908,11.4,42,0.5,-0.1
2/17/16,521.689,4218,15656,5.3,49.1,0,1.2
2/18/16,486.704,4264,15838,6.2,42.8,0.1,3.6
2/19/16,542.126,4377,16333,7.3,44.4,0,4.5
2/20/16,1035.603,4584,16931,8.3,45,0,3.5
2/21/16,953.323,4616,16489,9.3,41.6,0,1
2/22/16,385.309,4044,15488,10.1,36.1,0,2.7
2/23/16,386.762,4124,15496,11.6,31.1,0.2,3.3
2/24/16,660.928,4294,15409,8.3,23.1,0.6,-1
2/25/16,482.496,4459,14873,5.7,25.9,0,0.3
2/26/16,546.57,4741,15328,6.7,29.6,0.8,2.8
2/27/16,983.772,4992,15860,7.7,29.8,1.4,5.2
2/28/16,944.95,4990,15343,8.7,31.8,5.8,4
2/29/16,662.593,4776,15400,9.7,34.2,0.3,-1.8
3/1/16,1141.212,4966,15273,10.7,37.1,0,-1.4
3/2/16,263.295,4375,14146,11.7,38.1,0,3.2
3/3/16,260.193,3834,12962,10.5,32.8,0,7.2
3/4/16,327.392,3951,13477,11.5,32.1,9.7,9.4
3/5/16,805.306,4354,14573,12.5,29.2,27.9,11.8
3/6/16,745.594,4340,14144,13.5,29,2.5,10.3
3/7/16,207.414,3891,13007,14.5,31.5,0,8.9
3/8/16,190.544,3931,12835,15.5,29.6,2.8,5.9
3/9/16,181.357,3912,12756,16.5,29,2,3.1
3/10/16,216.556,3554,13383,10.3,20.4,0.1,1.3
3/11/16,272.961,3651,13890,11.3,18.8,0,0.7
3/12/16,664.82,4120,15014,12.3,21.1,0,2.5
3/13/16,624.673,4100,14516,13.3,23.6,0.2,4.3
3/14/16,181.644,3600,13292,14.3,18.8,0,4.2
3/15/16,151.912,3671,13116,15.3,19.2,0,5.6
3/16/16,150.739,3647,13052,16.3,17.8,0,8.8
3/17/16,143.15,3488,12447,13.7,17.8,0.1,10.2
3/18/16,200.296,3604,13215,14.7,20.8,9.3,11.2
3/19/16,465.505,4056,14406,15.7,32,0,10.4
3/20/16,404.455,4000,13826,16.7,33.7,0,8.2
3/21/16,109.778,3242,11262,17.6,22.7,0,8.6
3/22/16,104.416,3520,11913,18.7,22.7,0,9.3
3/23/16,124.908,3518,10996,16.3,19.6,0.5,8.1
3/24/16,290.024,4006,13080,14.3,75.1,0.2,6.4
3/25/16,324.615,4094,13495,15.3,70.1,0.2,5.8
3/26/16,725.316,4318,14333,16.3,70.2,0.5,5.7
3/27/16,624.759,4302,13797,17.3,64.9,0,7
3/28/16,144.823,3919,12450,17.4,50.7,0,9.3
3/29/16,131.911,4057,12380,19,44.8,0.1,11.9
3/30/16,203.382,3912,12311,10.2,32.3,0,12.7
3/31/16,140.763,3634,12151,11.8,29.6,0,12.4
4/1/16,170.85,3858,12568,12.2,32.1,0,13.2
4/2/16,376.572,4086,13986,13.2,37.5,0,13.9
4/3/16,373.565,4056,13459,14.2,33.9,9.5,11.7
4/4/16,87.022,3570,11519,15.2,27.9,1.8,11.2
4/5/16,76.693,3432,10807,16.4,24.7,0,12
4/6/16,84.851,3644,10737,13.1,22.1,12.2,12.8
4/7/16,140.773,3456,12555,739.3,26.8,21.9,12.7
4/8/16,192.936,3642,13254,740.3,26.5,0,13.9
4/9/16,410.558,3820,14430,1366,26.1,0,14.9
4/10/16,392.021,3808,14015,1367,35,0.4,13.6
4/11/16,126.057,3230,11932,742.1,40.7,0.2,10.9
4/12/16,164.713,3506,12798,742.3,38.9,0.6,12.5
4/13/16,634.981,4116,14880,634.2,23.7,13.1,14.2
4/14/16,148.147,3461,13448,635.8,26.6,0,14.7
4/15/16,204.593,3821,14542,636.2,29.3,0,13.7
4/16/16,470.39,4218,15547,637.2,30,29.2,14.6
4/17/16,430.235,4143,15180,638.2,28.3,9.5,13.1
4/18/16,121.957,3578,13500,639.2,29.3,1.2,13
4/19/16,117.772,3470,12949,641.1,30.6,0,12.5
4/20/16,132.227,3828,13372,636.7,26.2,0.7,13.9
4/21/16,155.769,3527,13875,1093.6,24,28.8,13.8
4/22/16,193.353,3652,14344,1094.6,25.4,0,17.1
4/23/16,372.625,3955,15407,1095.6,25.4,0,15.2
4/24/16,325.078,3930,14925,1096.6,24.6,0,14.3
4/25/16,105.763,3461,13045,1097.6,24.1,0,15.9
4/26/16,109.515,3519,13038,1098.6,23.2,1.4,17
4/27/16,796.902,3860,13254,1097.5,91,25,12.4
4/28/16,521.391,3752,13280,1098.5,90.1,2.4,13.6
4/29/16,704.786,3853,13620,1099.5,89.9,0.1,14.4
4/30/16,1249.357,3968,14173,642.2,90.9,0,16.5
5/1/16,1042.912,3926,13767,643.2,90.7,0,18.1
5/2/16,302.136,3686,12827,647.4,85,7.8,18.9
5/3/16,300.432,3703,12849,648.2,80.3,26.8,15.3
5/4/16,555.974,3957,13700,16.8,75.3,0.2,17
5/5/16,1355.653,4744,15619,94.6,65.9,0.8,18.2
5/6/16,1048.285,4605,15358,95.6,64.9,1.7,17.9
5/7/16,805.184,4491,15248,14.7,65.8,0,17.1
5/8/16,611.426,4451,14677,642.1,63.4,0,17.4
5/9/16,194.271,3423,12294,21.4,59.2,0.2,18.1
5/10/16,180.906,3284,11977,645.6,53.3,20.1,13.9
5/11/16,309.153,4125,11914,15.7,53.6,0.9,15.7
5/12/16,441.244,3552,12859,15.2,68.3,0,18
5/13/16,609.907,3881,13343,13.9,65.8,0.1,16.6
5/14/16,1188.934,4473,14293,15.2,63,0,17.3
5/15/16,1014.363,4450,13878,16.2,64.4,12.6,18.1
5/16/16,403.481,3600,12672,18.1,70.7,5.9,15.4
5/17/16,294.706,3485,12231,7.4,68.5,0,17.8
5/18/16,289.074,3585,12440,34.9,67.1,0,20.3
5/19/16,315.116,4043,13482,339.7,58,0,20.3
5/20/16,449.687,4193,13946,340.7,61.5,0,19.9
5/21/16,956.48,4541,14569,8.6,59.4,0,20.1
5/22/16,877.809,4474,14063,11.8,55.7,0,20.2
5/23/16,244.13,3874,13046,8.9,55.8,0,20.6
5/24/16,245.66,3848,12916,18.8,52.3,20.3,18
5/25/16,524.217,4084,12436,18.3,57,0,19.4
5/26/16,325.426,3910,12436,11.6,52,0.1,20.4
5/27/16,446.165,4002,12862,11.6,51.7,0.1,21.5
5/28/16,983.874,4436,14008,12.3,52,0.4,20.9
5/29/16,868.945,4323,13569,13.9,50.2,0.6,20.2
5/30/16,241.713,3862,12523,14.8,44.1,0,21.3
5/31/16,226.793,3949,12404,14.8,40.2,0,21.7
6/1/16,461.676,3943,13480,8.6,60.6,0,20.9
6/2/16,439.5,3834,13164,10.9,56.9,0,20.2
6/3/16,556.792,4075,13757,10.6,55.1,0,21.6
6/4/16,1014.792,4366,14350,10.2,46.5,3.9,19.4
6/5/16,1066.961,4475,14357,12.6,43.4,0,21
6/6/16,995.191,4468,14030,12.1,39.4,0.7,19.5
6/7/16,273.135,3810,12855,13.6,50.8,0.3,21.2
6/8/16,257.167,3847,12797,14.4,49.8,1.7,21
6/9/16,433.04,4150,14120,8,26.8,0,22.2
6/10/16,537.94,4183,14543,11.8,23.7,0,22.8
6/11/16,1115.872,4639,15170,12.1,27.7,2.1,23.6
6/12/16,1086.654,4676,14826,13.1,32.6,2.6,23.1
6/13/16,319.843,4116,14087,14.8,22.8,0.1,22.5
6/14/16,297.61,4106,13905,14,23.4,0.5,22.1
6/15/16,319.324,4184,13963,14.8,21.7,4.8,21.5
6/16/16,337.167,4007,14396,11.5,20.6,1.7,22.1
6/17/16,450.665,4159,14822,12.5,20.3,0,23.2
6/18/16,945.517,4538,15548,15.6,28.5,0.8,23.7
6/19/16,857.415,4448,15172,16.6,31,1.4,23.8
6/20/16,290.606,4052,14239,15.5,21.6,5.7,23.2
6/21/16,296.458,4035,14067,13.9,21.1,0.3,23.6
6/22/16,394.321,4100,14633,13.4,43.1,7,22.8
6/23/16,351.603,4035,14748,13.7,33.1,0.1,24.2
6/24/16,427.766,4181,15100,14.7,35.2,30.3,21.9
6/25/16,807.183,4470,15758,15.7,37.1,0,22.7
6/26/16,714.843,4532,15446,13.2,34.3,0,23.2
6/27/16,238.76,3994,14354,17.7,29.2,1,22.1
6/28/16,221.763,4020,14211,18.7,26.8,0.5,22.4
6/29/16,525.212,4173,15142,246.7,28.7,0.9,22.8
6/30/16,344.333,4075,15177,247.7,26.8,1,24.4
7/1/16,410.119,4245,15499,248.7,29.7,55.2,24.2
7/2/16,867.963,4644,16493,249.7,29.8,24.6,23.6
7/3/16,760.834,4610,15984,250.7,31.4,22.3,22.4
7/4/16,275.752,4001,14762,251.7,38.1,53.2,22.2
7/5/16,307.907,4113,14667,252.7,38.6,39.5,24.8
7/6/16,376.15,3861,13948,249,33.2,27.8,23.6
7/7/16,347.464,3903,13642,246.4,31,1.2,24.2
7/8/16,437.257,4103,14071,247.4,31.8,1,25.4
7/9/16,1060.017,4661,14823,247,33.4,0,26.1
7/10/16,1015.395,4674,14594,248.6,34.4,0,26
7/11/16,258.221,3744,13383,254,34.6,2.9,25.6
7/12/16,350.027,4210,13117,253.8,29.1,8.2,24.6
7/13/16,410.002,3946,14716,240.7,46.5,0.1,25.6
7/14/16,349.305,3908,14185,241.6,43.7,2.3,25
7/15/16,525.829,4713,14490,6.4,36.1,0.8,24.5
7/16/16,1257.891,5134,15720,7.2,36,27.9,21.7
7/17/16,1133.555,5127,15319,8,36.2,0.9,23.3
7/18/16,318.304,3666,13828,7.1,49.2,0,23.7
7/19/16,321.012,3833,13985,247.9,47.5,0.1,25
7/20/16,1050.741,4252,15751,7.6,82.4,0,25.3
7/21/16,839.719,4277,15849,8.666666667,78.4,0,25.1
7/22/16,957.074,4407,16339,9.666666667,77.1,0,25.8
7/23/16,1726.944,4548,17075,9.111111111,74.5,1.7,26.4
7/24/16,1634.322,4496,16707,10.11111111,73.4,4.8,27.3
7/25/16,705.624,4210,15877,10,70.1,5.8,27.3
7/26/16,637.126,4302,15813,10.77777778,65.1,0,28
7/27/16,1336.77,4143,16540,7.666666667,33.7,0.9,28
7/28/16,1014.438,4191,16824,7.222222222,34,0.8,28.3
7/29/16,1123.899,4326,17284,7.9,35.1,9.7,27.8
7/30/16,1876.899,4555,17827,9.4,35.9,6.7,28.4
7/31/16,1799.112,4498,17684,10.9,38.1,4.1,28
8/1/16,1214.88,4229,17181,10.3,40.1,2.4,27.4
8/2/16,1112.088,4281,17147,11.1,40.6,3,26.4
8/3/16,1557.536,4578,17239,7.7,26.7,1.6,26.7
8/4/16,1262.922,4768,17233,8.5,21,0.2,27.7
8/5/16,1258.269,4955,17644,9.7,22,0.2,28
8/6/16,1833.86,4995,17965,9.4,24,0.6,28.3
8/7/16,1712.085,5021,17728,11.7,25.5,1.5,28.5
8/8/16,850.903,4508,16904,10,29.1,4.9,28.2
8/9/16,799.175,4544,16842,10.6,30.4,0.6,27.7
8/10/16,954.42,4666,16302,7.7,39.3,0,28.4
8/11/16,908.827,4781,16361,8.7,39.2,0,29.3
8/12/16,1004.038,4916,16710,9.7,40.4,0,29.5
8/13/16,1664.022,5140,16862,10.7,39.9,0,29.5
8/14/16,1824.738,5036,16815,11.7,39.8,1,29.1
8/15/16,1775.78,5042,16618,12.7,38,2.6,28.5
8/16/16,664.613,4548,15820,13.7,40.3,4,27.9
8/17/16,604.875,4614,15315,10.5,36.2,0.7,27.7
8/18/16,570.177,4697,15302,11.5,33.5,0.4,28
8/19/16,606.553,4738,15617,12.5,35.6,0.4,28.2
8/20/16,1190.139,4871,16127,13.5,37,0.1,28.3
8/21/16,1097.805,4760,15536,13.8,37.1,0.2,27.9
8/22/16,392.265,4300,14731,974.2,37.4,1.2,28
8/23/16,356.136,4346,14608,975.2,36,1.8,27.3
8/24/16,371.452,4320,14865,14.7,31.8,0,27.3
8/25/16,364.633,4337,13672,13.4,27.7,2.1,27.2
8/26/16,437.069,4528,14028,14.4,28.1,11.3,21.9
8/27/16,851.573,4965,15048,15.4,30.5,0.6,22
8/28/16,776.559,4934,14702,16.4,30.5,22.8,19.6
8/29/16,249.148,4373,13616,17.4,28.1,3,20.5
8/30/16,235.372,4433,13575,18.4,26.8,1,20.7
8/31/16,432.452,3857,12815,15.3,23,7.8,21.8
9/1/16,209.964,3717,12610,16.3,21.1,2,24.6
9/2/16,267.451,3811,13207,17.3,22.2,28.9,21.4
9/3/16,566.841,4243,14254,21.1,23.5,20.5,22.9
9/4/16,488.998,4189,13849,22.1,23.9,2.1,24.6
9/5/16,141.3,3614,11922,20,21.9,1.3,24.6
9/6/16,118.941,3621,11649,20.8,20.6,0,23.6
9/7/16,368.986,4172,13426,8.4,74.5,1.3,23.1
9/8/16,338.31,4221,13641,9.4,73.8,3.2,22.7
9/9/16,440.237,4295,14154,15.3,73.5,1.4,22.8
9/10/16,937.644,4826,15460,11.4,69.2,5.1,22.4
9/11/16,889.037,4806,15021,12.4,66.9,1.2,22.8
9/12/16,278.968,4057,12929,9.6,66.2,7.8,21.7
9/13/16,452.385,4458,13846,9.9,64.8,0,22.4
9/14/16,942.647,4668,15412,3.5,56.4,0,22.6
9/15/16,1280.398,4543,15148,8,57.5,0,22.6
9/16/16,1523.387,4935,15627,6.2,54.8,5,22.1
9/17/16,1347.205,4976,15661,7.2,53.3,85.6,20.5
9/18/16,899.868,4831,14926,8.2,50.3,6.5,20.3
9/19/16,218.95,3628,13010,8.4,51,0.2,20.2
9/20/16,185.836,3693,12971,14.7,49.2,0,18.8
9/21/16,188.981,3255,12282,8.4,43.2,0,18.4
9/22/16,184.198,3430,12249,8.3,40.8,0,19.4
9/23/16,235.538,3598,12679,8.4,41.1,0,19.7
9/24/16,449.675,4324,13191,10.2,39.1,0,20.4
9/25/16,413.834,4493,13280,10,36.9,0,20.7
9/26/16,147.405,3465,11911,10.8,37.9,2.2,21.7
9/27/16,152.665,3223,11134,12.7,38.7,5.4,22.7
9/28/16,695.037,3927,14023,6.2,67.4,7.6,21.3
9/29/16,411.515,3718,14024,9.9,55.3,1.3,19.1
9/30/16,504.78,3910,14688,8.7,47.3,13,17.8
10/1/16,860.404,4590,15507,6.5,45,2.4,19.1
10/2/16,1034.138,4727,15590,7.3,41.2,6.1,20.8
10/3/16,899.742,4733,15086,8.1,32.9,9.6,22.6
10/4/16,267.456,3893,14096,11.5,39.5,0.6,21.4
10/5/16,283,3847,14456,10.5,31.4,51.1,19.5
10/6/16,277.632,4057,14131,9.1,28.9,0,18.6
10/7/16,392.447,4215,14527,9.9,36.2,9.3,18.4
10/8/16,729.868,4714,15188,9.3,35.5,23.6,17.4
10/9/16,637.157,4674,14739,10.1,34.7,0,12.8
10/10/16,204.588,3961,13919,12.3,30.3,0,13.3
10/11/16,186.971,4012,13763,13.1,30.3,0,14.5
10/12/16,200.026,4005,13827,14.5,29.2,0,15.1
10/13/16,332.217,3697,13780,13.1,61,0,14.5
10/14/16,472.305,3969,14536,8.5,64.3,0,15.2
10/15/16,904.4,4250,15416,8.8,67.4,0,16.7
10/16/16,943.339,4389,15230,9.8,70.8,18.5,16
10/17/16,325.764,3827,13995,11.5,75,0.3,17.7
10/18/16,298.246,3913,13894,12.5,72.5,0,16.3
10/19/16,307.657,3577,12947,443.3,62.3,0,16.8
10/20/16,299.602,3270,12912,449,60.2,0.1,16.8
10/21/16,441.958,3607,13901,635.7,63.8,0.4,16.6
10/22/16,857.178,3864,14924,636.7,67.2,0.4,16.8
10/23/16,803.066,3833,14434,637.7,66.8,2.3,14.4
10/24/16,227.022,3245,12810,638.4,61.7,0,14.2
10/25/16,319.934,4549,13432,446.9,39.9,13.7,14.6
10/26/16,688.017,3756,15252,1063.1,63.9,0,13.8
10/27/16,383.066,3572,14999,1069.1,60.3,0,14.5
10/28/16,558.933,3771,15832,1063.1,62.1,5.6,14.1
10/29/16,1093.829,3825,16716,444.9,64.3,0.7,10.6
10/30/16,940.323,3813,16248,445.9,63.1,0,8.1
10/31/16,297.723,3555,15135,1212.4,58,0.3,8.3
11/1/16,252.739,3400,14511,447.7,56.6,0,4.6
11/2/16,241.325,3285,14453,445.5,54.9,0.1,5.3
11/3/16,228.468,3341,14169,443.4,52.3,0.1,8.1
11/4/16,333.045,3449,14713,444.2,57.4,0,10.2
11/5/16,741.324,3962,15900,444.1,59.9,0.2,13.2
11/6/16,640.252,3925,15405,445.1,57.7,1.6,12.6
11/7/16,171.481,3438,14114,1031.8,50.9,1.5,13.1
11/8/16,170.683,3435,13696,446.7,46.6,1.7,8.2
11/9/16,196.135,3309,13849,772.3,37.9,0,4.3
11/10/16,199.847,3274,13265,443.4,34.1,3.1,7.3
11/11/16,307.406,3365,14064,445.6,37.2,0.9,9.3
11/12/16,594.82,3817,15366,445.7,40.7,0,10
11/13/16,541.595,3942,15118,447.2,37.8,3,12.6
11/14/16,162.315,3195,13229,447.3,32,2.3,14.3
11/15/16,147.766,3183,12691,447.8,31,0,9.5
11/16/16,429.366,3900,14239,9.7,57,0,6.6
11/17/16,453.447,4153,14345,9.9,60.5,0,8.7
11/18/16,445.702,4267,14609,10.9,66.6,12.8,10
11/19/16,860.408,4358,15346,12.6,68.7,1.2,13.4
11/20/16,770.825,4307,14893,13.6,68.2,0,12.2
11/21/16,246.309,3836,13653,13.8,63.9,0.1,10.3
11/22/16,232.518,3833,13458,15.1,60.3,0.9,6.3
11/23/16,286.673,4391,13607,14.5,48.2,0.1,3.1
11/24/16,312.899,3774,13793,11.2,38.9,0,0.7
11/25/16,401.027,3632,14085,10.5,43.6,0,1.9
11/26/16,801.277,4105,15259,13.8,46.7,2.4,1.2
11/27/16,767.528,4001,14771,13.5,44,0.1,4.1
11/28/16,252.398,3617,13660,17.3,44.7,0,3.8
11/29/16,251.444,3627,13494,15.7,43.4,0.2,3.1
11/30/16,600.472,3733,14909,6.3,27.3,2.5,6.2
12/1/16,334.471,3657,14742,8.6,27.5,0.1,6.5
12/2/16,418.962,3764,15135,8.5,27.3,0,3
12/3/16,776.079,4161,16354,9.7,29.7,0,4
12/4/16,710.88,4131,15906,10.7,30.8,0,5.3
12/5/16,249.79,3543,14469,11.3,30.1,0.1,7.9
12/6/16,247.893,3540,14237,10.9,29.3,0,1.8
12/7/16,349.61,4129,14829,8.3,42.4,0.1,1.6
12/8/16,388.527,4464,14821,6.2,40.6,1.3,3.6
12/9/16,478.703,4553,15399,7.4,42.4,1.3,4.6
12/10/16,979.358,4874,16326,7.6,44.8,0,0.8
12/11/16,951.522,4870,15885,8.6,47.7,0,0.1
12/12/16,329.628,4319,14520,9.9,46.4,0.2,3.9
12/13/16,351.702,4491,14677,10.9,44.9,0.3,5.4
12/14/16,398.492,4521,15220,9.6,38.5,2.5,1.6
12/15/16,396.927,4419,14636,10.5,37.3,0.1,-0.8
12/16/16,496.744,4526,15134,11.3,39.9,0,-1.8
12/17/16,895.401,5031,16044,11.9,43,0,3.4
12/18/16,857.255,4941,15639,12.9,44.1,0.1,4.4
12/19/16,324.801,4279,14514,13.7,38.1,4.9,7.2
12/20/16,347.463,4215,14171,14.8,35.5,0,7.3
12/21/16,582.825,4307,14452,15.4,66.1,24.2,8.7
12/22/16,544.674,4386,14568,12,62.6,14.4,8.4
12/23/16,662.665,4487,15285,13,62.2,0.6,1.7
12/24/16,1636.543,5159,17001,12.6,56.1,0,0.5
12/25/16,1640.673,5196,16594,13.6,55,0.1,2.9
12/26/16,486.616,4490,14975,12.2,55,10.3,4.6
12/27/16,476.262,4639,15013,12.3,51.2,2.1,1.2
12/28/16,707.146,4795,15125,8.2,40.9,0,-1.4
12/29/16,567.255,4621,15144,731.4,39.5,0.2,-1.3
12/30/16,775.275,4729,15672,732.4,41.2,0,-1.4
12/31/16,1208.68,5150,16307,733.5,43.6,0,1.7
1/1/17,1079.312,5247,15889,12.2,46.3,0,3.2
1/2/17,429.079,4666,15103,1004.8,41.9,0,5.5
1/3/17,354.356,4704,14816,15.9,36.9,0,3.6
1/4/17,524.319,5010,15626,9.1,24.8,0,3.8
1/5/17,472.716,5240,15730,10.1,26.5,2,4.3
1/6/17,529.04,5442,16190,11.1,30.7,0.1,5.2
1/7/17,1050.318,5556,16925,12.1,30.7,0.1,4
1/8/17,984.339,5547,16511,13.1,32.5,1.6,7.2
1/9/17,361.874,5024,15746,14.1,41.2,0.1,4.4
1/10/17,366.937,5098,15663,15.1,38.4,0,0.4
1/11/17,387.775,4302,14884,10.5,33.4,0,-1.7
1/12/17,390.926,4574,15225,11.4,29,0.2,0.7
1/13/17,438.353,4752,15680,12.4,31.9,0.3,-2.2
1/14/17,958.71,5084,16485,13.4,29.2,0,-5
1/15/17,931.352,5065,16063,14.4,30.5,0,-4.8
1/16/17,291.145,4608,15004,15.4,31.1,0,-3
1/17/17,297.278,4683,14939,16.4,28.3,0,-1.7
1/18/17,626.383,4652,15885,11.1,45.7,0,0.5
1/19/17,541.489,4789,16028,10.7,43.2,0,0.1
1/20/17,575.217,4801,16312,11.7,45.1,3.3,-1.7
1/21/17,1252.975,5130,17030,12.7,42.2,0.6,-2.6
1/22/17,1243.345,5093,16637,13.7,42.5,0.6,-3.7
1/23/17,413.53,4666,15780,14.7,38.7,0.1,-5.9
1/24/17,418.223,4738,15864,15.7,36.7,0,-4.7
1/25/17,590.581,5074,16001,11.8,31.7,0,-3.7
1/26/17,651.238,4974,16431,11.4,35.5,0.1,-0.9
1/27/17,1088.636,5575,17290,12.4,42.6,1.2,1.5
1/28/17,1365.896,5522,17222,14.8,47.8,0,0.5
1/29/17,1662.892,5724,17629,14.4,47.1,3.9,3.3
1/30/17,1604.649,5626,17008,15.4,46.7,1.1,-1
1/31/17,609.035,4986,16075,17.8,47.9,0,-2.9
2/1/17,377.752,4419,15294,16.7,48,0,-1.2
2/2/17,381.939,4083,15024,16.1,43.3,0,-0.9
2/3/17,432.093,4212,15422,16.9,45.1,0,1.8
2/4/17,936.07,4835,16386,18.4,46,0.8,4.1
2/5/17,858.493,4810,15960,19.2,45.6,1.1,4.2
2/6/17,263.023,4221,14871,18.6,45.2,0,0.8
2/7/17,261.031,4106,14565,19,42.3,0,0.1
2/8/17,308.288,4245,15568,19.4,34.1,0,0.8
2/9/17,388.364,4489,14582,8.1,36.9,0.1,-2.1
2/10/17,445.388,4609,15027,9.1,38.8,0.6,-4.1
2/11/17,918.232,5180,16020,10.1,36.1,0.1,-2.8
2/12/17,902.087,5214,15722,11.1,37.3,0,-0.7
2/13/17,293.657,4591,14543,12.1,40.8,0.3,1
2/14/17,322.423,4665,14583,13.1,39.9,0,1.5
2/15/17,357.078,4200,14849,6,31.1,0,2.4
2/16/17,380.918,4781,15324,5.5,32.3,1.4,7.1
2/17/17,430.532,4828,15687,6.5,33.9,1.7,5.6
2/18/17,851.594,4871,15928,8.8,33.9,0,0
2/19/17,785.284,4911,15602,9.2,34.2,2,3.4
2/20/17,291.815,4435,14575,10.1,35.5,5.4,2.9
2/21/17,282.376,4547,14725,10.4,33.9,0,0.8
2/22/17,540.456,4540,15455,6.8,23.7,16.1,3.6
2/23/17,389.117,4300,14555,7,30.6,0,1.4
2/24/17,424.558,4598,15107,8,32.7,0,0.6
2/25/17,775.265,4960,15801,9,34.1,0,3.1
2/26/17,731.815,5086,15775,10.8,33.7,0,3.4
2/27/17,317.82,4479,14790,11.1,31.7,0.1,3.6
2/28/17,426.421,4934,14231,7.5,24.2,0,4.8
3/1/17,989.964,4535,15029,6.9,36.3,2.1,6.2
3/2/17,266.664,4212,13907,7.9,32.4,2,3.2
3/3/17,310.353,4198,14188,16,37.2,0,3.9
3/4/17,681.223,4537,14996,18.2,38.2,0,5.6
3/5/17,590.389,4628,14689,18.6,39.6,0.2,6.2
3/6/17,189.141,4100,13303,19,43.8,0.3,2.9
3/7/17,177.149,3919,12845,19,40.6,0.5,0.1
3/8/17,224.708,3945,13351,16.9,39.5,0,1.4
3/9/17,207.003,3842,12917,17.6,40.4,0,5
3/10/17,268.283,3978,13397,18.1,42.9,0,5.4
3/11/17,693.765,4418,14558,20.3,49.7,0,6.5
3/12/17,620.227,4269,13921,22.1,51.2,0,8.5
3/13/17,151.77,3905,12736,21.1,39.9,0,7.9
3/14/17,154.986,3880,12573,21.6,37,0.6,5.5
3/15/17,136.89,4046,12760,23,35.8,0,4.8
3/16/17,267.351,3874,13925,19.6,60.9,0,5.6
3/17/17,368.643,3905,14347,18.9,62.3,0,6.9
3/18/17,882.996,4345,15561,21.6,67.1,0,8.4
3/19/17,805.427,4332,15070,22.6,68.7,0,9.1
3/20/17,214.298,3734,13344,18.3,64.3,2.8,8.3
3/21/17,202.829,3869,13517,22.1,64,1.5,7.1
3/22/17,256.216,4403,13348,19.5,46.7,0,6.9
3/23/17,341.426,3864,14171,5.1,47,0.1,8.7
3/24/17,446.628,3995,15006,6,42.2,0,7.8
3/25/17,1047.389,4396,15792,6.5,42.6,6,6.4
3/26/17,961.851,4420,15246,7.4,41.8,1.2,6.2
3/27/17,273.83,3903,14407,8.4,45.8,1.3,6
3/28/17,240.425,3914,14140,20.5,41.8,0.7,7.3
3/29/17,475.88,4257,15109,14.9,27.2,1.1,8.5
3/30/17,268.046,3991,14682,5.1,28.1,0,10.5
3/31/17,384.141,4284,15488,5.6,28.1,3.8,8.7
4/1/17,859.896,4648,16071,7.3,33.8,3.4,7.5
4/2/17,671,4546,15645,8.3,33.9,0,8.2
4/3/17,193.941,4336,14562,8.4,29.4,0,11.5
4/4/17,175.709,4290,14136,8.1,26.9,0,13.4
4/5/17,221.546,4010,15534,8,21.8,17.7,13.3
4/6/17,211.423,4105,14842,6.8,21.1,9.8,13.6
4/7/17,258.141,4300,15278,7.8,21.5,0,14.2
4/8/17,506.608,5075,16214,8.8,28.8,0,14.9
4/9/17,454.942,5025,15773,9.8,28,0.6,13.4
4/10/17,134.088,4189,13947,486,21.6,0.1,13.4
4/11/17,129.643,4231,13871,487,21.4,10.8,12.2
4/12/17,302.8,4013,14014,486,67.3,0,12.3
4/13/17,249.012,3928,13704,484.7,61.9,0,13.1
4/14/17,348.69,4100,14305,485.7,63.3,0.9,14.7
4/15/17,669.758,4345,14910,10.8,63.6,0.1,17.6
4/16/17,594.774,4376,14602,487.7,64.2,0,17.8
4/17/17,226.361,3849,13445,489.2,61.9,15.3,13.6
4/18/17,179.771,3865,13183,15.6,58.6,3.1,13.3
4/19/17,169.521,3750,13031,15.7,57.7,0,13.3
4/20/17,175.997,4030,12940,8.6,53.7,0.9,12.4
4/21/17,231.286,4011,12978,111.1,57.2,0,13
